,index,sample,batch,condition,variable,cell,direction,ilum,status,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
27,Current Density(mA/cm2)_c_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-2.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),c,Forward,Light,30.00301,30.00297,30.00295,30.00293,30.00293,30.00297,30.00294,28.28331,21.8598,15.74641,9.995237,4.627136,-0.2419374,-4.591143,-8.289412,-11.51926,-14.15609,-16.21559,-17.68833,-18.72047,-19.42983,-19.92592,-20.27822,-20.51623,-20.70564,-20.83744,-20.95587,-21.03191,-21.10908,-21.16229,-21.21177,-21.24181,-21.27328,-21.29375,-21.31277,-21.33314,-21.34469,-21.35559,-21.36541,-21.37118,-21.38652,-21.38651,-21.3941,-21.41457,-21.42129,-21.40768,-21.41078,-21.41849,-21.43036,-21.42572,-21.42895,-21.43287,-21.42869,-21.45049,-21.44479,-21.44261,-21.45061,-21.45809,-21.462,-21.46217,-21.47056,-21.47064,-21.45814,-21.46986,-21.46664,-21.46776,-21.47956,-21.47849,-21.46963,-21.47553,-21.47845,-21.48564,-21.48979,-21.4775,-21.48064,-21.49449,N/A
28,Voltage (V)_d_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-2.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),d,Reverse,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2,N/A
29,Current Density(mA/cm2)_d_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-2.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),d,Reverse,Light,30.00297,30.00293,30.00296,30.00299,30.00293,30.00298,30.00301,27.29888,20.81659,14.61826,8.785275,3.398155,-1.604563,-6.09037,-9.959681,-13.25187,-15.86839,-17.82769,-19.19454,-20.07454,-20.63469,-20.96798,-21.17643,-21.29577,-21.37277,-21.42326,-21.46277,-21.50607,-21.52437,-21.54189,-21.56366,-21.58673,-21.60392,-21.62569,-21.63279,-21.65618,-21.6702,-21.67689,-21.66939,-21.67432,-21.68192,-21.68892,-21.6843,-21.69344,-21.6982,-21.70474,-21.72127,-21.72838,-21.72608,-21.74083,-21.74985,-21.74928,-21.74939,-21.75646,-21.75426,-21.76509,-21.76237,-21.76255,-21.76629,-21.7802,-21.78351,-21.77846,-21.78314,-21.78423,-21.79935,-21.80513,-21.80949,-21.82723,-21.82397,-21.82117,-21.81772,-21.81109,-21.81823,-21.82623,-21.82647,-21.82992,N/A
30,Voltage (V)_d_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-2.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),d,Forward,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2,N/A
31,Current Density(mA/cm2)_d_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-2.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),d,Forward,Light,30.00298,30.00294,30.00294,30.00296,30.00289,30.00296,30.00292,25.74209,19.58371,13.75927,8.310956,3.294521,-1.310789,-5.484584,-8.920225,-11.96717,-14.46439,-16.44331,-17.89688,-18.91234,-19.64418,-20.1521,-20.50129,-20.73875,-20.90227,-21.03867,-21.14688,-21.24255,-21.31634,-21.37224,-21.42449,-21.4731,-21.50094,-21.53023,-21.55467,-21.59386,-21.60969,-21.63309,-21.63955,-21.66137,-21.67942,-21.67726,-21.67782,-21.69082,-21.69601,-21.7029,-21.70567,-21.71672,-21.72286,-21.73234,-21.74303,-21.73134,-21.73569,-21.74093,-21.73848,-21.74665,-21.75489,-21.76321,-21.77101,-21.7763,-21.77499,-21.7941,-21.78685,-21.78552,-21.79009,-21.78656,-21.80147,-21.81797,-21.80661,-21.80404,-21.80466,-21.81338,-21.81368,-21.80847,-21.81377,-21.81627,N/A
32,Voltage (V)_e_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-2.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),e,Reverse,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2,N/A
33,Current Density(mA/cm2)_e_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-2.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),e,Reverse,Light,30.00293,30.00301,30.00297,30.00294,30.00298,30.00297,30.00291,27.85856,21.76499,15.92741,10.42454,5.306113,0.5727074,-3.707266,-7.5262,-10.82435,-13.54451,-15.69017,-17.3046,-18.47561,-19.31714,-19.92873,-20.37051,-20.69796,-20.95427,-21.17373,-21.35216,-21.47912,-21.60406,-21.71735,-21.80754,-21.87871,-21.93706,-22.00003,-22.05673,-22.07101,-22.11022,-22.1348,-22.17648,-22.19404,-22.19763,-22.21511,-22.23781,-22.25127,-22.2552,-22.26524,-22.28168,-22.28097,-22.29589,-22.30243,-22.32054,-22.32921,-22.32964,-22.33489,-22.34191,-22.35217,-22.34468,-22.35561,-22.35733,-22.35847,-22.37084,-22.36396,-22.35928,-22.3716,-22.37906,-22.38484,-22.38842,-22.39964,-22.39558,-22.40176,-22.40087,-22.40153,-22.39378,-22.40786,-22.41481,-22.41651,N/A
34,Voltage (V)_e_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-2.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),e,Forward,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2,N/A
35,Current Density(mA/cm2)_e_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-2.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),e,Forward,Light,30.00294,30.0029,30.00297,30.00288,30.00296,30.00292,30.00288,25.25247,19.41499,13.88719,8.7113,3.879064,-0.5054872,-4.392339,-7.690388,-10.59018,-12.99168,-14.94142,-16.40889,-17.53722,-18.37784,-19.04157,-19.56493,-19.97164,-20.31804,-20.58881,-20.82098,-21.02774,-21.20249,-21.35821,-21.48927,-21.59507,-21.67719,-21.76134,-21.83179,-21.88864,-21.94426,-21.97601,-22.02047,-22.08014,-22.08346,-22.11057,-22.14136,-22.15754,-22.17801,-22.19728,-22.21926,-22.22389,-22.25025,-22.25757,-22.26734,-22.27183,-22.29196,-22.29683,-22.30424,-22.3154,-22.33289,-22.34137,-22.35145,-22.34077,-22.35455,-22.35914,-22.36782,-22.3664,-22.37909,-22.38025,-22.38651,-22.38621,-22.38982,-22.39989,-22.40419,-22.39836,-22.40669,-22.42751,-22.42964,-22.41911,N/A
36,Voltage (V)_f_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-2.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),f,Reverse,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2,N/A
37,Current Density(mA/cm2)_f_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-2.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),f,Reverse,Light,30.00289,30.00289,30.00297,30.00289,30.00287,30.00289,28.85994,24.58967,20.51416,16.67742,13.00404,9.724512,6.673131,3.93147,1.231101,-0.93919,-3.122813,-4.982926,-6.614744,-8.276725,-9.639506,-10.76977,-11.73924,-12.46796,-13.22689,-13.79489,-14.28929,-14.75811,-15.15234,-15.53322,-15.84731,-16.13263,-16.39646,-16.69543,-16.98004,-17.21961,-17.41812,-17.63062,-17.82499,-17.97358,-18.15081,-18.3485,-18.52201,-18.64879,-18.81159,-18.96291,-19.13234,-19.23243,-19.37257,-19.52599,-19.67036,-19.81756,-19.95298,-20.08139,-20.23735,-20.37562,-20.50436,-20.65335,-20.78257,-20.90866,-21.05019,-21.17486,-21.31743,-21.47699,-21.60734,-21.74128,-21.89415,-22.03361,-22.18072,-22.3142,-22.46808,-22.62142,-22.76892,-22.91984,-23.08411,-23.25304,N/A
38,Voltage (V)_f_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-2.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),f,Forward,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2,N/A
39,Current Density(mA/cm2)_f_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-2.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),f,Forward,Light,30.00287,30.00289,30.00289,30.00296,30.00299,26.70909,22.82787,19.52246,16.70071,14.07731,11.83014,9.72065,7.691012,6.172434,4.488415,2.677464,0.9659094,-0.86884,-1.969634,-3.310738,-4.792179,-6.300912,-7.342138,-8.518406,-9.539413,-10.53577,-11.38966,-12.15296,-12.90498,-13.54807,-14.13594,-14.64424,-15.05585,-15.46448,-15.81365,-16.14482,-16.45921,-16.78637,-17.03193,-17.25982,-17.48741,-17.72446,-17.91092,-18.11953,-18.32343,-18.53206,-18.69639,-18.86378,-19.04021,-19.18964,-19.3867,-19.56614,-19.71644,-19.88606,-20.05255,-20.19357,-20.34993,-20.52469,-20.66549,-20.81887,-20.97417,-21.12273,-21.26801,-21.44136,-21.58013,-21.72782,-21.8723,-22.03096,-22.17999,-22.32526,-22.47531,-22.62067,-22.7886,-22.93243,-23.07676,-23.2573,N/A
40,Voltage (V)_a_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-3.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),a,Reverse,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2,N/A
41,Current Density(mA/cm2)_a_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-3.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),a,Reverse,Light,30.00286,30.00285,30.00289,30.00284,30.00285,30.00289,30.00288,30.00289,30.00285,30.00288,30.00289,30.00284,30.00288,30.00291,30.00284,30.00281,30.00279,30.00287,30.00287,30.00282,30.00288,30.00286,30.00286,30.00285,30.00282,30.00287,30.00289,30.00285,30.00286,30.00286,30.00285,30.00283,30.00286,30.00281,30.00285,30.00284,30.00276,30.00284,30.00276,30.00277,30.00284,30.00281,30.00282,30.00279,30.00277,30.00282,30.00282,30.00285,30.00276,30.00275,30.00276,30.00282,30.00278,30.00279,30.00278,30.00303,30.00302,30.00296,30.00296,26.23482,20.60152,14.98689,9.367944,3.770245,-1.83627,-7.436406,-13.06979,-18.6724,-24.26129,-29.86522,-29.99653,-29.99659,-29.99661,-29.99663,-29.99669,-29.99667,N/A
42,Voltage (V)_a_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-3.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),a,Forward,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2,N/A
43,Current Density(mA/cm2)_a_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-3.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),a,Forward,Light,30.00299,30.00294,30.00297,30.00291,30.00297,30.00291,30.00292,30.00295,30.00292,30.00297,30.00296,30.00291,30.00292,30.00294,30.00289,30.00299,30.00292,30.00292,30.00286,30.00287,30.00295,30.00291,30.00287,30.00288,30.00287,30.00288,30.00286,30.0029,30.00289,30.00288,30.00286,30.0029,30.00283,30.00288,30.00287,30.00285,30.00284,30.00282,30.00286,30.00285,30.00287,30.00286,30.00279,30.00283,30.00286,30.00286,30.00284,30.00284,30.00284,30.00279,30.0028,30.00282,30.00281,30.00278,30.00273,30.00299,30.00296,30.00299,30.00293,26.21669,20.58588,14.96627,9.352569,3.751522,-1.858686,-7.488556,-13.10231,-18.69615,-24.27284,-29.87284,-29.99658,-29.99663,-29.99659,-29.99666,-29.99666,-29.99664,N/A
44,Voltage (V)_b_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-3.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),b,Reverse,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2,N/A
45,Current Density(mA/cm2)_b_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-3.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),b,Reverse,Light,30.00298,30.00296,30.00299,30.00294,30.00294,30.00294,30.00297,30.00295,30.00297,30.00294,30.00299,30.00296,30.00297,30.00294,30.00294,30.0029,30.00294,30.0029,30.00294,30.00289,30.00294,30.00286,30.00289,30.00292,30.00295,30.00296,30.00292,30.00286,30.00294,30.00287,30.0029,30.00293,30.00289,30.00289,30.00291,30.00292,30.00286,30.0029,30.00286,30.00287,30.00288,30.00285,30.00287,30.00284,30.00288,30.00286,30.00285,30.00287,30.00284,30.00282,30.00281,30.00282,30.00284,30.0028,30.00286,30.00303,30.00304,30.00306,30.00301,28.68298,22.59346,16.54323,10.51591,4.535896,-1.452164,-7.399325,-13.38257,-19.32354,-25.26208,-29.99659,-29.99659,-29.99659,-29.99663,-29.99664,-29.9967,-29.99667,N/A
46,Voltage (V)_b_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-3.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),b,Forward,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2,N/A
47,Current Density(mA/cm2)_b_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-3.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),b,Forward,Light,30.00297,30.00293,30.00296,30.0029,30.00298,30.00295,30.00299,30.00295,30.00294,30.00295,30.00297,30.00293,30.00294,30.00294,30.0029,30.00291,30.00287,30.00291,30.00297,30.00294,30.00294,30.00292,30.0029,30.00289,30.00289,30.00294,30.00291,30.00294,30.00294,30.00292,30.0029,30.00292,30.00288,30.0029,30.0029,30.0029,30.00286,30.00289,30.00288,30.00285,30.00284,30.00287,30.00282,30.00289,30.00286,30.00286,30.00281,30.00287,30.00285,30.00285,30.00283,30.00282,30.00278,30.00277,30.00282,30.00303,30.00302,30.00301,30.00296,28.68451,22.59456,16.53764,10.52294,4.538724,-1.433564,-7.429194,-13.37569,-19.32002,-25.26208,-29.99659,-29.99658,-29.99664,-29.99659,-29.99669,-29.99666,-29.99674,N/A
48,Voltage (V)_c_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-3.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),c,Reverse,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2,N/A
49,Current Density(mA/cm2)_c_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-3.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),c,Reverse,Light,30.00295,30.00295,30.00297,30.00297,30.00294,30.00295,30.00294,30.00297,30.00294,30.0029,30.00289,30.00289,30.00291,30.00291,30.00291,30.0029,30.00291,30.00288,30.00287,30.00289,30.00287,30.00292,30.00294,30.00289,30.00285,30.00291,30.00291,30.00288,30.00283,30.00285,30.00287,30.00286,30.00294,30.00287,30.00283,30.00289,30.00286,30.00288,30.0028,30.00286,30.00286,30.00286,30.00281,30.00285,30.00286,30.00284,30.00287,30.00283,30.00286,30.00286,30.00283,30.00283,30.00284,30.00283,30.00279,30.00302,30.00304,30.00303,30.00295,30.00291,30.00292,30.00289,29.32872,19.09219,8.85005,-1.379417,-11.6813,-21.92515,-29.99649,-29.99659,-29.99661,-29.99659,-29.99666,-29.99663,-29.99669,-29.99669,N/A
50,Voltage (V)_c_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-3.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),c,Forward,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2,N/A
51,Current Density(mA/cm2)_c_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-3.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),c,Forward,Light,30.00297,30.00296,30.00294,30.00296,30.00296,30.00297,30.003,30.00297,30.00292,30.00297,30.00294,30.00299,30.00294,30.00294,30.00294,30.00296,30.00295,30.00294,30.00294,30.00294,30.00294,30.0029,30.00288,30.00289,30.00292,30.00292,30.00292,30.00291,30.00289,30.0029,30.00291,30.00294,30.00285,30.00284,30.00289,30.00288,30.00289,30.00284,30.00287,30.00287,30.00286,30.00287,30.00282,30.00286,30.00285,30.00281,30.00286,30.00285,30.00284,30.00279,30.00279,30.00284,30.00285,30.00283,30.00279,30.00309,30.00304,30.00299,30.00301,30.00303,30.00291,30.00287,29.32939,19.09561,8.852313,-1.450996,-11.68182,-21.92513,-29.99651,-29.99659,-29.99658,-29.99661,-29.99659,-29.99663,-29.99671,-29.99671,N/A
52,Voltage (V)_d_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-3.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),d,Reverse,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2,N/A
53,Current Density(mA/cm2)_d_Reverse_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-3.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Current Density(mA/cm2),d,Reverse,Light,30.00295,30.00303,30.00301,30.00299,30.00297,30.00294,30.00296,30.00299,30.00295,30.00299,30.00297,30.00294,30.00299,30.00296,30.0029,30.00294,30.00299,30.00292,30.00292,30.00295,30.0029,30.0029,30.00292,30.00289,30.00294,30.00294,30.00292,30.00287,30.00288,30.00291,30.00294,30.00289,30.0029,30.00294,30.00291,30.00292,30.00289,30.00288,30.00288,30.00286,30.00289,30.00283,30.00287,30.00286,30.00288,30.00285,30.00288,30.00289,30.00284,30.00288,30.00286,30.00284,30.00284,30.00283,30.00282,30.00309,30.00303,25.25656,20.56215,15.94756,11.37307,6.839131,2.380311,-2.063742,-6.461469,-10.82963,-15.20721,-19.56448,-23.91721,-28.28144,-29.99659,-29.99663,-29.99666,-29.99666,-29.99674,-29.99671,N/A
54,Voltage (V)_d_Forward_Light,../xC8VbWnmQ_2E707ttjz-cQ/HZB_MMB_12_10_C-3.jv.txt,xC8VbWnmQ_2E707ttjz-cQ,w,Voltage (V),d,Forward,Light,1.3,1.28,1.26,1.24,1.22,1.2,1.18,1.16,1.14,1.12,1.1,1.08,1.06,1.04,1.02,1.0,0.98,0.96,0.94,0.92,0.9,0.88,0.86,0.84,0.82,0.8,0.78,0.76,0.74,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.58,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.24,0.22,0.2,0.18,0.16,0.14,0.12,0.1,0.08,0.06,0.04,0.02,0.0,-0.02,-0.04,-0.06,-0.08,-0.1,-0.12,-0.14,-0.16,-0.18,-0.2,N/A
